Company_Brand,Founded,HeadQuarter,Sector,Amount,Stage,Funding Year
Pankhuri,2019.0,Bangalore,Social community,3200000.0,Unknown,2021
Arcana,2019.0,Bangalore,Information Technology,370000.0,Early Stage,2021
AdmitKard,2016.0,Noida,EdTech,0.0,Unknown,2021
UrbanKisaan,2017.0,Hyderabad,Food & Beverages,0.0,Unknown,2021
Aquaconnect,2017.0,Chennai,Fishery,4000000.0,Early Stage,2021
Vah Vah!,2020.0,Bangalore,EdTech,1800000.0,Unknown,2021
LetsDressUp,2019.0,Gurugram,Apparel & Fashion,300000.0,Early Stage,2021
Sapio Analytics,2019.0,Mumbai,Computer software,150000.0,Unknown,2021
BHyve,2020.0,Mumbai,Human Resources,0.0,Unknown,2021
Indi Energy,2019.0,Roorkee,Renewables & Environment,0.0,Early Stage,2021
The Ayurveda Co,2021.0,Gurugram,Consumer Goods,0.0,Unknown,2021
Pratilipi,2015.0,Bangalore,Online storytelling,48000000.0,Unknown,2021
Ati Motors,2017.0,Bangalore,Automotive,35000000.0,Early Stage,2021
peAR,2018.0,Mumbai,Deeptech,300000.0,Early Stage,2021
Gourmet Garden,2019.0,Bangalore,Farming,3000000.0,Unknown,2021
The Sleep Company,2019.0,Mumbai,Consumer Goods,1000000.0,Early Stage,2021
TyrePlex,2020.0,New Delhi,B2B E-commerce,0.0,Early Stage,2021
ION Energy,2016.0,Mumbai,Automotive,3600000.0,Early Stage,2021
Digit Insurance,2016.0,Bangalore,Insuretech,200000000.0,Unknown,2021
FRAAZO,2020.0,Mumbai,Food & Beverages,11000000.0,Series A to Series H,2021
Licious,2015.0,Bangalore,Food & Beverages,192000000.0,Series A to Series H,2021
WinZO,2018.0,New Delhi,Gaming,65000000.0,Series A to Series H,2021
Furlenco,2012.0,Bangalore,Consumer Goods,100000000.0,Unknown,2021
Skylark Drones,2014.0,Bangalore,Aviation,3000000.0,Early Stage,2021
Leegality,2016.0,Gurugram,IT company,0.0,Early Stage,2021
Arcatron Mobility,2015.0,Pune,Healthcare,0.0,Unknown,2021
TWID,2020.0,Bangalore,FinTech,2500000.0,Unknown,2021
PeakPerformer,2020.0,Bangalore,EdTech,0.0,Early Stage,2021
MyMobiForce,2018.0,Noida,Internet,1400000.0,Early Stage,2021
Pine Labs,1998.0,Noida,Information Technology,600000.0,Unknown,2021
Genworks Health,2015.0,Bangalore,Healthcare,2000000.0,Unknown,2021
Pocketly,2019.0,Bangalore,FinTech,0.0,Unknown,2021
Neverinstall,2019.0,Bangalore,Information Technology,370000.0,Early Stage,2021
CoRover,2016.0,Bangalore,Information Technology,0.0,Unknown,2021
BeatO,2015.0,New Delhi,Healthcare,5000000.0,Early Stage,2021
Earth Rhythm,2020.0,Gurugram,Cosmetics,1200000.0,Early Stage,2021
Fountain9,2019.0,Mumbai,Computer software,1900000.0,Early Stage,2021
Rockclimber,2019.0,Bangalore,Food & Beverages,1000000.0,Unknown,2021
SpEd@home,2020.0,Mumbai,EdTech,300000.0,Unknown,2021
CanPe,2019.0,Bangalore,Computer software,0.0,Early Stage,2021
Green Soul,2016.0,Ambernath,Consumer Goods,200000.0,Unknown,2021
Shiprocket,2012.0,New Delhi,Logistics,41000000.0,Series A to Series H,2021
DealShare,2018.0,Bangalore,Retail,144000000.0,Unknown,2021
Teachmint,2020.0,Bangalore,EdTech,20000000.0,Early Stage,2021
Vahak,2017.0,Bangalore,Transportation,5000000.0,Early Stage,2021
goSTOPS,2014.0,New Delhi,Hospitality,1000000.0,Early Stage,2021
Codedamn,2020.0,New Delhi,Computer software,0.0,Early Stage,2021
Biocraft Innovation Technology,2019.0,Noida,Environmental service,0.0,Early Stage,2021
Powerplay,2020.0,Bangalore,Construction,5200000.0,Unknown,2021
Accio Robotics,2020.0,Bangalore,Industrial Automation,0.0,Unknown,2021
Delhivery,2011.0,Gurugram,Logistics,270000000.0,Series A to Series H,2021
Avishkaar,2014.0,New Delhi,EdTech,600000.0,Early Stage,2021
Jobsgaar,2020.0,New Delhi,Job discovery platform,140000.0,Early Stage,2021
Almo,2020.0,Gurugram,D2C Fashion,0.0,Early Stage,2021
Breathe Well-being,2015.0,New Delhi,HealthCare,1000000.0,Early Stage,2021
GalaxEye,2020.0,Chennai,SpaceTech,0.0,Early Stage,2021
Good Health Clinic,2021.0,Hyderabad,HealthCare,5000000.0,Unknown,2021
Urban Company,2014.0,New Delhi,Home services,250000000.0,Series A to Series H,2021
MYBYK,2014.0,Ahmadabad,Rental,1000000.0,Early Stage,2021
Locus,2015.0,Bangalore,Logistics,50000000.0,Series A to Series H,2021
Crejo.Fun,2020.0,Bangalore,EdTech,3000000.0,Early Stage,2021
Bambinos,2020.0,Bangalore,EdTech,500000.0,Early Stage,2021
KreditBee,2018.0,Bangalore,FinTech,8000000.0,Unknown,2021
Spardha,2016.0,Pune,EdTech,400000.0,Early Stage,2021
Onelife Nutriscience,2019.0,Mumbai,HealthCare,0.0,Unknown,2021
Flatheads,2019.0,Bangalore,Fashion,0.0,Unknown,2021
Fable Fintech,2015.0,Mumbai,FinTech,0.0,Series A to Series H,2021
Holisol,2009.0,New Delhi,Logistics,3000000.0,Unknown,2021
Now&Me,2018.0,New Delhi,HealthCare,1000000.0,Unknown,2021
Fyllo,2019.0,Bangalore,AgriTech,400000.0,Early Stage,2021
Cora Health,2020.0,Bangalore,HealthCare,0.0,Unknown,2021
Blaer Motors,2014.0,Chennai,Mobility,300000.0,Unknown,2021
Swiflearn,2019.0,Gurugram,EdTech,3000000.0,Early Stage,2021
Cashfree,2015.0,Bangalore,FinTech,0.0,Unknown,2021
QuickSell,2017.0,Mumbai,E-commerce,2000000.0,Early Stage,2021
Truemeds,2019.0,Mumbai,Heathcare,5000000.0,Series A to Series H,2021
Candes,2015.0,New Delhi,E-commerce,3000000.0,Unknown,2021
MediBuddy,2000.0,Bangalore,Heathcare,3000000.0,Unknown,2021
F5,2018.0,New Delhi,Food & Beverages,300000.0,Early Stage,2021
Capital Float,2013.0,Bangalore,FinTech,6000000.0,Unknown,2021
IntelleWings,2019.0,Panchkula,IT startup,100000.0,Early Stage,2021
Shyplite,2016.0,New Delhi,Logistics,1000000.0,Unknown,2021
Refyne,2020.0,Bangalore,FinTech,20000000.0,Series A to Series H,2021
Greenjoules,2018.0,Pune,Renewable Energy,4500000.0,Series A to Series H,2021
MentorKart,2018.0,New Delhi,Consulting,150000.0,Early Stage,2021
Leverage Edu,2017.0,New Delhi,EdTech,2000000.0,Later Stage,2021
Kale Logistics,2010.0,Thane,Logistics,5000000.0,Series A to Series H,2021
CustomerGlu,2016.0,Bangalore,CRM,320000.0,Unknown,2021
Cell Propulsion,2016.0,Bangalore,EV startup,2000000.0,Unknown,2021
Wellbeing Nutrition,2019.0,Mumbai,HealthCare,0.0,Unknown,2021
Pee Safe,2013.0,Gurugram,HealthCare,3000000.0,Early Stage,2021
Chqbook,2017.0,New Delhi,FinTech,1000000.0,Unknown,2021
SimpliContract,2020.0,Bangalore,Software,1800000.0,Early Stage,2021
Dropshop,2019.0,Bangalore,Logistics,1000000.0,Early Stage,2021
Jumbotail,2015.0,Bangalore,E-commerce,4000000.0,Later Stage,2021
BYJU'S,2011.0,Bangalore,EdTech,350000000.0,Unknown,2021
Power Gummies,2018.0,New Delhi,Nutrition,1000000.0,Unknown,2021
Convosight,2019.0,New Delhi,SaaS startup,9000000.0,Series A to Series H,2021
Junio,2020.0,New Delhi,FinTech,600000.0,Early Stage,2021
Wherehouse.io,2020.0,New Delhi,Logistics,0.0,Early Stage,2021
Flexmoney,2015.0,Mumbai,FinTech,4800000.0,Series A to Series H,2021
Fampay,2019.0,Bangalore,FinTech,38000000.0,Series A to Series H,2021
Apna,2019.0,Bangalore,Human Resources,70000000.0,Series A to Series H,2021
XYXX Apparels,2017.0,Surat,Fashion,4000000.0,Series A to Series H,2021
WaterScience,2014.0,Bangalore,D2C startup,0.0,Unknown,2021
BrowserStack,2011.0,Mumbai,SaaS startup,200000000.0,Series A to Series H,2021
Vital,2018.0,New Delhi,Insuretech,3000000.0,Early Stage,2021
Juicy chemistry,2014.0,Coimbatore,HealthCare,0.0,Unknown,2021
Samaaro,2020.0,Bangalore,SaaS startup,125000.0,Unknown,2021
Imagimake,2011.0,Mumbai,Innovation management,500000.0,Early Stage,2021
MSMEx,2019.0,Andheri,EdTech,1000000.0,Early Stage,2021
RenewBuy,2015.0,Gurugram,Insuretech,45000000.0,Series A to Series H,2021
saarthi.ai,2017.0,Bangalore,AI startup,0.0,Early Stage,2021
Kutumb,2020.0,Bangalore,Community platform,26000000.0,Series A to Series H,2021
Superplum,2019.0,Noida,AgriTech,3800000.0,Early Stage,2021
Upside AI,2017.0,Mumbai,FinTech,1200000.0,Early Stage,2021
PazCare,2021.0,Bangalore,Insuretech,0.0,Unknown,2021
Answer Genomics,2019.0,Bangalore,HealthCare,0.0,Unknown,2021
Skillmatics,2016.0,Mumbai,EdTech,6000000.0,Series A to Series H,2021
Bimaplan,2020.0,Bangalore,Insuretech,2500000.0,Early Stage,2021
Bueno Finance,2019.0,Gurugram,FinTech,3000000.0,Early Stage,2021
CityMall,2019.0,Gurugram,E-commerce,22000000.0,Series A to Series H,2021
BYJU’S,2011.0,Bangalore,EdTech,50000000.0,Unknown,2021
India Quotient,2012.0,Mumbai,Venture capitalist,64000000.0,Unknown,2021
The Switch Fix,2019.0,Gurugram,HealthCare,0.0,Early Stage,2021
Anvidha Technologies,2020.0,Haryana,Tech Startup,1500000.0,Early Stage,2021
DigiSparsh,2020.0,Mumbai,FinTech,0.0,Early Stage,2021
CoffeeMug.ai,2020.0,New Delhi,Networking,620000.0,Early Stage,2021
Pathfndr.io,2015.0,Bangalore,SaaS startup,0.0,Early Stage,2021
BigLeap,2015.0,Hyderabad,Recruitment,600000.0,Unknown,2021
Kazam,2020.0,Bangalore,EV startup,900000.0,Early Stage,2021
MYRE Capital,2020.0,Mumbai,Commercial Real Estate,0.0,Unknown,2021
BimaPe,2020.0,Mumbai,FinTech,500000.0,Early Stage,2021
MicroDegree,2019.0,Mangalore,EdTech,0.0,Unknown,2021
Saarthi Pedagogy,2015.0,Ahmadabad,EdTech,0.0,Unknown,2021
Synapsica,2017.0,New Delhi,HealthCare,4000000.0,Series A to Series H,2021
Kwik Foods,2020.0,Gurugram,Food & Beverages,0.0,Early Stage,2021
Plutomen,2016.0,Ahmadabad,AR startup,300000.0,Unknown,2021
GoMechanic,2016.0,Gurugram,Automotive,42000000.0,Series A to Series H,2021
Grinntech,2013.0,Chennai,Automotive,2000000.0,Unknown,2021
Nobel Hygiene,1999.0,Mumbai,HealthCare,60000000.0,Unknown,2021
Green Cure,2015.0,New Delhi,HealthCare,0.0,Early Stage,2021
Classplus,2017.0,Noida,EdTech,65000000.0,Series A to Series H,2021
WINDO,2020.0,Hyderabad,E-commerce,500000.0,Early Stage,2021
ApnaKlub,2020.0,Bangalore,E-commerce,0.0,Early Stage,2021
LegalPay,2019.0,New Delhi,FinTech,0.0,Unknown,2021
Lavado,2016.0,Mumbai,Consumer service,0.0,Unknown,2021
Navars,2019.0,Hyderabad,EdTech,0.0,Unknown,2021
GoBolt,2015.0,Gurugram,Logistics,20000000.0,Series A to Series H,2021
Loco,2018.0,Bangalore,Gaming,9000000.0,Early Stage,2021
Auric,2017.0,New Delhi,HealthCare,2000000.0,Early Stage,2021
Edmingle,2016.0,Bangalore,EdTech,300000.0,Unknown,2021
Slice,2016.0,Bangalore,FinTech,20000000.0,Unknown,2021
Humit,2020.0,Bangalore,Music,0.0,Early Stage,2021
Airblack,2019.0,Gurugram,IT startup,5200000.0,Series A to Series H,2021
NIRAMAI,2016.0,Bangalore,HealthCare,0.0,Unknown,2021
Intervue,2021.0,New Delhi,SaaS startup,0.0,Early Stage,2021
Nestroots,2016.0,Gurugram,Fashion,100000.0,Early Stage,2021
Detect Technologies,2016.0,Chennai,Automation,12000000.0,Unknown,2021
CredR,2015.0,Bangalore,Automotive,6500000.0,Unknown,2021
Fourth Partner Energy,2010.0,Hyderabad,Solar,125000000.0,Unknown,2021
TABLT,2018.0,Kolkata,HealthCare,3000000.0,Series A to Series H,2021
Hesa,2020.0,Hyderabad,IT startup,2000000.0,Early Stage,2021
Powerhouse91,2020.0,Gurugram,Consumer goods,0.0,Early Stage,2021
Nalanda Learning,2011.0,Kolkata,EdTech,5000000.0,Unknown,2021
Chargeup,2019.0,New Delhi,Renewable Energy,0.0,Early Stage,2021
Knackit,2019.0,Bangalore,IT startup,100000.0,Unknown,2021
Treebo Hotels,2015.0,Bangalore,Hospitality,16000000.0,Series A to Series H,2021
Raptee Energy,2019.0,Chennai,Automotive,700000.0,Unknown,2021
Meddo,2018.0,Gurugram,HealthCare,6000000.0,Unknown,2021
Supertails,2021.0,Bangalore,Pet care,2600000.0,Early Stage,2021
SkilloVilla,2020.0,Bangalore,EdTech,300000.0,Early Stage,2021
Cancer Clinics,2014.0,Telugana,HealthCare,1500000.0,Early Stage,2021
Velocity,2020.0,Bangalore,FinTech,1300000.0,Early Stage,2021
Happy Jars,2016.0,New Delhi,Food & Beverages,400000.0,Early Stage,2021
Inshorts,2013.0,Noida,Media,40000000.0,Unknown,2021
ExtraaEdge,2015.0,Pune,MarTech,1000000.0,Early Stage,2021
Zotalabs,2019.0,Pune,Tech Startup,1250000.0,Early Stage,2021
Voiro,2014.0,Bangalore,Advertisement,1800000.0,Early Stage,2021
Dream Sports,2008.0,Mumbai,Gaming,400000000.0,Unknown,2021
Safex Chemicals,1991.0,New Delhi,AgriTech,50000000.0,Unknown,2021
Instoried,2018.0,Bangalore,Content creation,0.0,Unknown,2021
Rupifi,2019.0,Bangalore,FinTech,4100000.0,Early Stage,2021
Moneyboxx,1994.0,Mumbai,FinTech,3000000.0,Later Stage,2021
CityMall,2019.0,Gurugram,E-commerce,11000000.0,Series A to Series H,2021
Janani,2020.0,Bangalore,Heathcare,1000000.0,Early Stage,2021
ReshaMandi,2020.0,Bangalore,AgriTech,1700000.0,Early Stage,2021
Bombay Shaving Company,2015.0,New Delhi,Lifestyle,2000000.0,Unknown,2021
DotPe,2019.0,Gurugram,FinTech,27000000.0,Series A to Series H,2021
Homingos,2018.0,Bangalore,Augmented reality,0.0,Unknown,2021
Anar Business Community,2020.0,Mumbai,Tech Startup,0.0,Unknown,2021
Five Star Finance,1984.0,Chennai,FinTech,234000000.0,Unknown,2021
Settlrs,2018.0,Bangalore,Rental space,0.0,Early Stage,2021
BYJU'S,2011.0,Bangalore,EdTech,460000000.0,Series A to Series H,2021
Annapurna Finance,2009.0,Bhubaneswar,FinTech,30000000.0,Unknown,2021
HealthPlix,2014.0,Bangalore,HealthCare,13500000.0,Series A to Series H,2021
Masai School,2019.0,Bangalore,EdTech,5000000.0,Series A to Series H,2021
Bewakoof,2011.0,Mumbai,D2C Fashion,4000000.0,Unknown,2021
IndiaLends,2014.0,New Delhi,FinTech,5100000.0,Unknown,2021
Stelis Biopharma,2007.0,Bangalore,BioTechnology,195000000.0,Series A to Series H,2021
Tilt,2016.0,Bangalore,Bike Rental,125000.0,Unknown,2021
NeoDove,2020.0,Jaipur,AI startup,15000000.0,Early Stage,2021
Zaara Biotech,2016.0,Kottayam,BioTechnology,10000000.0,Unknown,2021
KreditBee,2018.0,Bangalore,FinTech,75000000.0,Early Stage,2021
True Balance,2014.0,Gurugram,FinTech,10000000.0,Later Stage,2021
Muvin,2020.0,Bangalore,FinTech,1000000.0,Early Stage,2021
Purplle,2011.0,Mumbai,Beauty products,45000000.0,Unknown,2021
FloBiz,2019.0,Bangalore,Tech Startup,10000000.0,Series A to Series H,2021
Jeevam Health,2020.0,New Delhi,Health care,1500000.0,Early Stage,2021
NewLink Group,2016.0,Beijing,Tech Startup,200000000.0,Unknown,2021
OZiva,2016.0,Mumbai,Heathcare,12000000.0,Series A to Series H,2021
Blive,2004.0,Panaji,Tourism,1000000.0,Early Stage,2021
Nazara Technologies,2000.0,Mumbai,Gaming,30000000.0,Unknown,2021
Euler Motors,2018.0,New Delhi,Automotive,2600000.0,Series A to Series H,2021
Pixxel,2019.0,Bangalore,SpaceTech,7300000.0,Early Stage,2021
Prescinto,2016.0,Gujarat,Solar,3500000.0,Early Stage,2021
MyGlamm,2015.0,Mumbai,Beauty products,20000000.0,Series A to Series H,2021
Chirrup,2020.0,Bangalore,Gaming,300000.0,Early Stage,2021
Policybazaar,2008.0,Gurugram,Insurance,75000000.0,Unknown,2021
Livve Homes,2017.0,Bangalore,Rental space,5000000.0,Unknown,2021
Juicy Chemistry,2014.0,Coimbatore,HealthCare,6300000.0,Series A to Series H,2021
Svasti Microfinance,2008.0,Mumbai,FinTech,4000000.0,Unknown,2021
Nexprt,2020.0,New Delhi,Consulting,2000000.0,Unknown,2021
Wysa,2015.0,Bangalore,AI startup,0.0,Unknown,2021
Ankur capital,2011.0,Mumbai,FinTech,40000000.0,Unknown,2021
Indifi,2015.0,Gurugram,FinTech,5000000.0,Later Stage,2021
Firmway,2016.0,Mumbai,FinTech,0.0,Early Stage,2021
Say Cheese,2020.0,Mumbai,FemTech,1000000.0,Early Stage,2021
Indic Inspirations,2019.0,Pune,Cultural,300000.0,Unknown,2021
Bimaplan,2020.0,Mumbai,FinTech,500000.0,Early Stage,2021
YAP,2014.0,Chennai,FinTech,10000000.0,Series A to Series H,2021
Leap Finance,2019.0,Bangalore,FinTech,17000000.0,Series A to Series H,2021
BlackSoil NBFC,2010.0,Mumbai,FinTech,3000000.0,Unknown,2021
OYO,2012.0,Gurugram,Hospitality,200000000.0,Unknown,2021
Max Healthcare,2000.0,New Delhi,HealthCare,140000000.0,Unknown,2021
4baseCare,2018.0,Bangalore,HealthTech,2000000.0,Early Stage,2021
Ezstays,2019.0,New Delhi,EdTech,400000.0,Early Stage,2021
Stylework,2017.0,Gurugram,Co-working,500000.0,Early Stage,2021
Kinara Capital,2011.0,Bangalore,FinTech,6000000.0,Unknown,2021
Riskcovry,2018.0,Bangalore,InsureTech,5000000.0,Series A to Series H,2021
NODWIN,2012.0,Gurugram,Gaming,20000000.0,Unknown,2021
Quizizz,2015.0,Bangalore,EdTech,12500000.0,Series A to Series H,2021
Ecom Express,2012.0,New Delhi,E-commerce,20000000.0,Unknown,2021
Turtlemint,2015.0,Mumbai,InsureTech,45000000.0,Series A to Series H,2021
Captain Fresh,2019.0,Bangalore,Supply chain platform,3000000.0,Early Stage,2021
Northern Arc,2008.0,Chennai,FinTech,10000000.0,Later Stage,2021
Qoohoo,2020.0,Bangalore,Social platform,800000.0,Early Stage,2021
IGL,2016.0,Mumbai,Gaming,500000.0,Unknown,2021
AMPM,2018.0,Gurugram,E-commerce,200000.0,Unknown,2021
The ePlane,2016.0,Chennai,Drone,1000000.0,Early Stage,2021
Cashify,2009.0,Gurugram,E-commerce,15000000.0,Unknown,2021
Bijnis,2014.0,New Delhi,B2B service,0.0,Unknown,2021
Questt,2020.0,Gurugram,EdTech,1000000.0,Early Stage,2021
DealShare,2018.0,Jaipur,E-commerce,3000000.0,Later Stage,2021
Euler Motors,2018.0,New Delhi,Automotive,4000000.0,Series A to Series H,2021
Blume Ventures,2011.0,Mumbai,FinTech,40000000.0,Unknown,2021
KoineArth,2018.0,Bangalore,Blockchain startup,1800000.0,Early Stage,2021
ImaginXP,2013.0,Pune,EdTech,1500000.0,Unknown,2021
Virohan,2018.0,Gurugram,EdTech,0.0,Unknown,2021
Apna.co,2019.0,Bangalore,Recruitment,12500000.0,Unknown,2021
ideaForge,2007.0,Mumbai,Drone,2000000.0,Unknown,2021
Clairco,2018.0,Bangalore,CleanTech,500000.0,Unknown,2021
Northern Arc,2008.0,Chennai,FinTech,50000000.0,Later Stage,2021
Lenskart,2010.0,Faridabad,Fashion,95000000.0,Unknown,2021
ParkSmart,2018.0,New Delhi,Automotive,0.0,Early Stage,2021
Virohan,2018.0,Gurugram,EdTech,3000000.0,Series A to Series H,2021
BankSathi,2019.0,New Delhi,FinTech,200000.0,Early Stage,2021
Spark Studio,2020.0,Bangalore,EdTech,0.0,Early Stage,2021
BlissClub,2020.0,Bangalore,Fashion,2000000.0,Early Stage,2021
BricSpaces,2018.0,Bangalore,Real estate,350000.0,Early Stage,2021
ANSR,2008.0,Bangalore,Consulting,15000000.0,Series A to Series H,2021
Keito,2016.0,Pune,AI company,0.0,Early Stage,2021
Reccy Adventures,2019.0,Gurugram,Sports startup,400000.0,Early Stage,2021
Magenta EV,2017.0,Mumbai,Renewable Energy,15000000.0,Series A to Series H,2021
Karbon Card,2019.0,Bangalore,FinTech,1000000.0,Early Stage,2021
Wysa,2015.0,Bangalore,AI company,5000000.0,Series A to Series H,2021
Agnikul,2017.0,Chennai,SpaceTech,11000000.0,Series A to Series H,2021
LegalPay,2019.0,New Delhi,FinTech,0.0,Early Stage,2021
Glamplus,2020.0,Bangalore,SaaS startup,200000.0,Early Stage,2021
Tekie,2017.0,Gurugram,EdTech,1500000.0,Early Stage,2021
Asirvad Microfinance,2007.0,Chennai,FinTech,15000000.0,Unknown,2021
Avalon Labs,2017.0,Bangalore,FinTech,0.0,Early Stage,2021
Betterhalf.ai,2016.0,Bangalore,Matrimony,3000000.0,Early Stage,2021
Koo,2020.0,Bangalore,Social Media,30000000.0,Series A to Series H,2021
Rezo.ai,2017.0,Noida,AI startup,0.0,Early Stage,2021
Mentoria,2015.0,Mumbai,EdTech,200000.0,Early Stage,2021
Cuvette Tech,2020.0,Bangalore,Human Resources,1800000.0,Early Stage,2021
Clensta,2016.0,New Delhi,BioTechnology,600000.0,Unknown,2021
FarMart,2015.0,Gurugram,AgriTech,24000000.0,Early Stage,2021
Kodo Card,2019.0,Mumbai,FinTech,8000000.0,Early Stage,2021
Polygon,2017.0,Mumbai,Crypto,0.0,Unknown,2021
Get My Parking,2015.0,New Delhi,Mobility,6000000.0,Unknown,2021
Cellestial,2019.0,Hyderabad,Electronics,500000.0,Early Stage,2021
FanCode,2019.0,Mumbai,Sports startup,50000000.0,Unknown,2021
Jai Kisan,2017.0,Mumbai,FinTech,30000000.0,Series A to Series H,2021
Plum,2019.0,Bangalore,HealthCare,15000000.0,Series A to Series H,2021
ThatMate,2019.0,Satara,HealthCare,140000.0,Unknown,2021
Klassroom,2016.0,Mumbai,EdTech,200000.0,Early Stage,2021
Convin,2019.0,Bangalore,SaaS startup,300000.0,Early Stage,2021
Mensa Brands,2021.0,Bangalore,Clothing,50000000.0,Series A to Series H,2021
Disruptium,2021.0,Ahmadabad,Consulting,200000.0,Unknown,2021
MedTel Healthcare,2017.0,Orissia,HealthCare,5000000.0,Early Stage,2021
Pickright Technologies,2019.0,Bangalore,FinTech,200000.0,Unknown,2021
Ingenium,2018.0,New Delhi,EdTech,0.0,Early Stage,2021
BharatPe,2018.0,New Delhi,FinTech,6000000.0,Later Stage,2021
RuleZero,2019.0,Bangalore,Tech Startup,1000000.0,Early Stage,2021
Rubix Data Sciences,2018.0,Mumbai,IT startup,800000.0,Early Stage,2021
Locobuzz,2011.0,Mumbai,Analytics,4000000.0,Series A to Series H,2021
We Founder Circle,2020.0,Mumbai,FinTech,2000000.0,Early Stage,2021
Haqdarshak,2015.0,Jaipur,Finance,800000.0,Early Stage,2021
Celcius,2020.0,Mumbai,Logistics,0.0,Early Stage,2021
Enthu.ai,2020.0,Chandigarh,AI startup,200000.0,Unknown,2021
Myelin Foundry,2019.0,Bangalore,AI startup,1000000.0,Early Stage,2021
SuperOps.ai,2020.0,Chennai,AI startup,3000000.0,Early Stage,2021
6Degree,2014.0,Mumbai,Retail,1000000.0,Unknown,2021
Teachmint,2020.0,Bangalore,EdTech,16500000.0,Series A to Series H,2021
Sarathi,2020.0,Jodhpur,HealthCare,100000.0,Early Stage,2021
Jidoka Technologies,2018.0,Chennai,Software,340000.0,Early Stage,2021
Rapido,2015.0,Bangalore,Transportation,43000000.0,Series A to Series H,2021
BYJU'S,2011.0,Bangalore,EdTech,150000000.0,Unknown,2021
ElasticRun,2015.0,Pune,E-commerce,75000000.0,Series A to Series H,2021
Avail Finance,2017.0,Bangalore,FinTech,3000000.0,Later Stage,2021
Nivesh,2016.0,Noida,FinTech,1600000.0,Early Stage,2021
Thingsup,2020.0,Pune,IoT platform,1000000.0,Unknown,2021
Arthya Wealth and Investments,2020.0,Mumbai,FinTech,1000000.0,Early Stage,2021
Zepto,2021.0,Mumbai,E-commerce,60000000.0,Unknown,2021
Fi,2019.0,Bangalore,Financial Services,50000000.0,Series A to Series H,2021
Kiko Live,2020.0,Gurugram,Commerce,1000000.0,Early Stage,2021
TurboHire,2019.0,Hyderabad,Computer Software,0.0,Unknown,2021
The Hosteller,2015.0,Mumbai,Hospitality,1000000.0,Early Stage,2021
SatSure,2017.0,Bangalore,Defense & Space,0.0,Unknown,2021
Ruptok Fintech,2020.0,New Delhi,Financial Services,2000000.0,Early Stage,2021
VilCart,2017.0,Bangalore,Retail,2000000.0,Unknown,2021
Dogsee Chew,2015.0,Bangalore,Food & Beverages,7000000.0,Early Stage,2021
Advantage Club,2014.0,Gurugram,HR Tech,3300000.0,Early Stage,2021
TRDR,2020.0,Bangalore,Financial Services,150000.0,Unknown,2021
Zoomcar,2012.0,Bangalore,Mobility,92000000.0,Unknown,2021
Leap India,2013.0,Mumbai,Logistics & Supply Chain,10000000.0,Unknown,2021
SuperBottoms,2015.0,Mumbai,Consumer Goods,400000.0,Unknown,2021
Cora Health,2020.0,Bangalore,"Health, Wellness & Fitness",600000.0,Early Stage,2021
Battery Smart,2019.0,New Delhi,Renewables & Environment,7000000.0,Early Stage,2021
The Good Glamm Group,2021.0,Pune,Information Technology & Services,150000000.0,Series A to Series H,2021
Mosaic Wellness,2019.0,Mumbai,"Health, Wellness & Fitness",24000000.0,Series A to Series H,2021
CloudFiles,2020.0,Bangalore,SaaS startup,300000.0,Early Stage,2021
The Viral Fever,2012.0,Mumbai,Entertainment,2000000.0,Unknown,2021
Xpand,2021.0,New Delhi,Retail,1500000.0,Early Stage,2021
Troo Good,2018.0,Hyderabad,E-commerce,7000000.0,Series A to Series H,2021
Prodo,2021.0,New Delhi,Business Supplies & Equipment,300000.0,Early Stage,2021
Unnati,2019.0,Noida,FinTech,7000000.0,Series A to Series H,2021
Lysto,2021.0,Bangalore,NFT,3000000.0,Early Stage,2021
Wakefit,2014.0,Bangalore,Furniture,20000000.0,Series A to Series H,2021
Buyofuel,2020.0,Coimbatore,Oil & Energy,100000.0,Early Stage,2021
ElectricPe,2021.0,Bangalore,EV,3000000.0,Early Stage,2021
Vayana Network,2017.0,Pune,Financial Services,30000000.0,Series A to Series H,2021
Valuationary,2020.0,Surat,E-learning,100000.0,Early Stage,2021
Knocksense,2016.0,Lucknow,Online Media,150000.0,Unknown,2021
Petpooja,2011.0,Ahmedabad,Information Technology & Services,4500000.0,Unknown,2021
Wingreens Farms,2011.0,Gurugram,Food & Beverages,17000000.0,Unknown,2021
Doola,2020.0,New York,Company-as-a-Service,3000000.0,Unknown,2021
EyeMyEye,2021.0,Gurugram,Eyewear,2000000.0,Early Stage,2021
Bombay Hemp Company,2013.0,Mumbai,Textiles,2000000.0,Unknown,2021
DGV,2019.0,Bangalore,Information Technology & Services,3000000.0,Early Stage,2021
GuardianLink,2017.0,Chennai,Information Technology & Services,12000000.0,Series A to Series H,2021
Clinikk,2016.0,Bangalore,Hospital & Health Care,4000000.0,Early Stage,2021
Toplyne,2021.0,Bangalore,Computer Software,2500000.0,Unknown,2021
Mensa,2021.0,Bangalore,D2C,135000000.0,Series A to Series H,2021
GENLEAP,2021.0,Haryana,Professional Training & Coaching,8000000.0,Early Stage,2021
Planys,2015.0,Chennai,Maritime,1600000.0,Early Stage,2021
Wonderchef,2009.0,Mumbai,Consumer Goods,20000000.0,Unknown,2021
