Company_Brand,Founded,HeadQuarter,Sector,Amount,Stage,Funding Year
NewsBytes,,Gurugram,Digital Media,1500000.0,Series A to Series H,2020
Wagonfly,2018.0,Bangalore,,500000.0,Unknown,2020
NIRA,2018.0,None,Fintech,2100000.0,Early Stage,2020
Convosight,2019.0,Hyderabad,Data Analytics,4000000.0,Early Stage,2020
Fittr,,Pune,Fitness,2000000.0,Unknown,2020
AsknBid,2018.0,Bangalore,Investment Tech,0.0,Unknown,2020
Bira91,2015.0,Bangalore,Beverage,20000000.0,Series A to Series H,2020
Finaureus Technologies,2017.0,Pune,Fintech,0.0,Early Stage,2020
Daily Ninja,2014.0,Haryana,Ecommerce,349800.0,Unknown,2020
Guvi Geek Network Pvt Ltd,2014.0,Chennai,Edtech,786000.0,Early Stage,2020
LoadShare,2017.0,Bangalore,Logistics,2004000.0,Series A to Series H,2020
Vedantu,,Bangalore,Edtech,6800000.0,Series A to Series H,2020
Indusface,2004.0,None,IT,5000000.0,Unknown,2020
DMI Group,2008.0,Delhi,Financial Services,123000000.0,Unknown,2020
Spintly,2017.0,Goa,IoT,248000.0,Early Stage,2020
Credr,2014.0,Mumbai,Automobile,0.0,Unknown,2020
Bijak,,Gurugram,Agritech,12000000.0,Series A to Series H,2020
Bugworks,2014.0,Bangalore,Biopharma,7500000.0,Unknown,2020
DrinkPrime,,Bangalore,,0.0,Early Stage,2020
Yap,,Chennai,Fintech,4500000.0,Series A to Series H,2020
UzhavarBumi,2017.0,Tamil Nadu,Dairy,0.0,Unknown,2020
Tattva,2018.0,Delhi,Beauty & wellness,150000.0,Unknown,2020
Pariksha,2015.0,Pune,Edtech,0.0,Early Stage,2020
DailyHunt,,None,Media,24000000.0,Unknown,2020
NoBroker,2014.0,Bangalore,Real Estate,30000000.0,Unknown,2020
Box8,2011.0,Mumbai,Foodtech,4000000.0,Unknown,2020
Capital Float,2013.0,Bangalore,Fintech,15000000.0,Unknown,2020
ITILITE,,Bangalore,Travel & SaaS,13000000.0,Series A to Series H,2020
Morning Context,,None,Digital Media,0.0,Early Stage,2020
Aavenir,2019.0,Ahmedabad,SaaS,2000000.0,Early Stage,2020
Savvy Co op,,None,Healthcare,0.0,Unknown,2020
BLive,2018.0,None,Tourism & EV,0.0,Early Stage,2020
Yellow Messenger,,Bangalore,AI,20000000.0,Series A to Series H,2020
Toch,,None,Media Tech,400000.0,Unknown,2020
Ewar,,Bangalore,Gaming,200000.0,Unknown,2020
Setu,,None,Fintech,14259000.0,Series A to Series H,2020
Wellthy Therapeutics,,Bangalore,Healthtech,4000000.0,Early Stage,2020
Power Gummies,2018.0,Delhi,Health,0.0,Unknown,2020
Locale ai,2019.0,Bangalore,Location Analytics,0.0,Unknown,2020
FarEye,,Delhi,Logistics,24500000.0,Series A to Series H,2020
Rebel Foods,,None,Food tech,50000000.0,Unknown,2020
BankBazaar,2008.0,Chennai,Fintech,3800000.0,Series A to Series H,2020
Porter,2014.0,Mumbai,Logistics,18370000.0,Series A to Series H,2020
SugarBox,,Mumbai,Tech,68525000.0,Unknown,2020
Capital Float,2013.0,Bangalore,Fintech,4800000.0,Series A to Series H,2020
Big Basket,,Bangalore,E store,60000000.0,Unknown,2020
Amica,,None,Fintech,2000000.0,Unknown,2020
Vedantu,,Bangalore,Edtech,12500000.0,Series A to Series H,2020
Fingerlix,2016.0,None,Food,1834000.0,Unknown,2020
Plop,,Mumbai,Tech,0.0,Early Stage,2020
Zupee,2018.0,None,Gaming,8000000.0,Series A to Series H,2020
DeHaat,2012.0,None,Agritech,12000000.0,Series A to Series H,2020
Lido Learning,,Mumbai,Edtech,7500000.0,Series A to Series H,2020
Aye Finance,2014.0,Gurugram,Fintech,23850000.0,Unknown,2020
Swiggy,2014.0,Bangalore,Foodtech,43000000.0,Series A to Series H,2020
Akna Medical,2018.0,None,Healthtech,7000000.0,Unknown,2020
Zomato,,Gurugram,Foodtech,5000000.0,Unknown,2020
RaRa Delivery,,None,Logistics,800000.0,Early Stage,2020
JusPay,,Bangalore,Fintech,21600000.0,Series A to Series H,2020
Obviously AI,2018.0,None,Data Science,0.0,Unknown,2020
Fingpay,2016.0,Mumbai,Fintech,3500000.0,Series A to Series H,2020
Recko,2017.0,Bangalore,SaaS,6000000.0,Series A to Series H,2020
Furlenco,2012.0,Bangalore,Ecommerce,10000000.0,Unknown,2020
Mera Cashier,2019.0,Noida,Fintech,150000.0,Unknown,2020
Kitchens Centre,2019.0,Delhi,,500000.0,Early Stage,2020
Camp K12,,Gurugram,Edtech,4000000.0,Early Stage,2020
MedGenome,2013.0,Bangalore,Healthtech,55000000.0,Series A to Series H,2020
Ergos,,Bangalore,Agritech,4598000.0,Unknown,2020
Nykaa,2012.0,Mumbai,Ecommerce,13137000.0,Unknown,2020
Samadhan,2018.0,Delhi,Insurance,0.0,Early Stage,2020
SaScan,,Bangalore,Healthcare,0.0,Unknown,2020
Lido Learning,,Mumbai,Edtech,3000000.0,Unknown,2020
CureFit,2016.0,Bangalore,Health and Fitness,115000000.0,Series A to Series H,2020
Nimesa,2018.0,Bangalore,SaaS,0.0,Unknown,2020
Design X,,Noida,IoT,200000.0,Early Stage,2020
Driftly Electric,,Bangalore,Automobile,0.0,Unknown,2020
Imstrong,2019.0,Bangalore,Fitness,400000.0,Early Stage,2020
Craftsvilla,,Mumbai,Marketplace,3900000.0,Unknown,2020
Rupifi,2020.0,Bangalore,Fintech,0.0,Early Stage,2020
SnackAmor,,Mumbai,Food,0.0,Early Stage,2020
Zealthy,2019.0,Bangalore,Healthtech,0.0,Early Stage,2020
CoinDCX,,None,Fintech,3000000.0,Series A to Series H,2020
NuNu TV,,None,Media,670000.0,Unknown,2020
QTalk,,Bangalore,Technology,1600000.0,Early Stage,2020
Shadez,2018.0,Mumbai,Interior & decor,100000.0,Early Stage,2020
Excess2Sell,,Mumbai,Ecommerce,1000000.0,Unknown,2020
Stanplus,2016.0,Hyderabad,Healthtech,1500000.0,Early Stage,2020
Pitstop,,Bangalore,Automobile,2500000.0,Series A to Series H,2020
Univariety,2015.0,Hyderabad,Edtech,1100000.0,Unknown,2020
Peel Works,2010.0,Mumbai,SaaS,0.0,Series A to Series H,2020
CoreStack,2016.0,Chennai,Technology,8500000.0,Series A to Series H,2020
Vivriti Capital,2017.0,Chennai,Fintech,50000000.0,Series A to Series H,2020
Agnikul,,Chennai,Spacetech,3148000.0,Early Stage,2020
Fintso,2020.0,None,Fintech,2600000.0,Unknown,2020
Khatabook,,Bangalore,Fintech,0.0,Unknown,2020
Smart Coin,2015.0,None,Fintech,7000000.0,Series A to Series H,2020
ZunRoof,2016.0,Gurugram,Cleantech,3000000.0,Series A to Series H,2020
Shop101,2015.0,None,Social e-commerce,3900000.0,Series A to Series H,2020
OM Bhakti,,Bangalore,FMCG,0.0,Early Stage,2020
Lal10,2016.0,Uttar Pradesh,B2B,1100000.0,Unknown,2020
Anaxee Digital Runner,2016.0,Indore,Tech,0.0,Unknown,2020
CollegeKhabri,2019.0,Bhopal,Edtech,0.0,Unknown,2020
Ola Electric,,Bangalore,eMobility,1000000.0,Unknown,2020
Multi Living,,Mumbai,Real Estate,6000000.0,Unknown,2020
FamPay,,Bangalore,Fintech,4700000.0,Early Stage,2020
UnboxRobotics Labs,,Bangalore,Automation tech,500000.0,Early Stage,2020
Karbon Card,,Bangalore,Fintech,2000000.0,Early Stage,2020
Airmeet,,Bangalore,Media & Networking,3000000.0,Unknown,2020
Innerchef,,Gurgaon,Foodtech,1000000.0,Unknown,2020
Epigamia,2015.0,Mumbai,FMCG,0.0,Series A to Series H,2020
StyleNook,,Mumbai,Ecommerce,0.0,Unknown,2020
Callido Learning,,Mumbai,Edtech,0.0,Unknown,2020
Soxytoes,,Delhi,Ecommerce,0.0,Unknown,2020
F5,2018.0,Delhi,E-market,0.0,Early Stage,2020
Paper Boat,2013.0,Bangalore,Food & Beverages,4049500.0,Unknown,2020
Strata,2019.0,Bangalore,Proptech,1500000.0,Early Stage,2020
Salesken,,Bangalore,AI & Data science,8000000.0,Series A to Series H,2020
Arya,,Noida,Agritech,6000000.0,Series A to Series H,2020
Leap Finance,,Bangalore,Fintech,5500000.0,Unknown,2020
Sleepy Owl,2016.0,Delhi,Beverages,0.0,Unknown,2020
Tricog,2015.0,Bangalore,Healthtech,10500000.0,Series A to Series H,2020
GogoBus,,Delhi,Travel tech,0.0,Unknown,2020
Trell,2016.0,Bangalore,Social e-commerce,4000000.0,Early Stage,2020
Spaciya Consultants,,Noida,Real Estate,500000.0,Early Stage,2020
Bounce,2014.0,Bangalore,Automotive and Rentals,6500000.0,Unknown,2020
Neeman,2017.0,None,Ecommerce,1000000.0,Early Stage,2020
Chqbook,2017.0,Gurugram,Fintech,5000000.0,Series A to Series H,2020
SMEcorner,2014.0,Mumbai,Fintech,30000000.0,Series A to Series H,2020
Oda Class,,Bangalore,Edtech,0.0,Early Stage,2020
Spinny,2015.0,Haryana,E-tail,43700000.0,Series A to Series H,2020
goStops,2012.0,Delhi,Accomodation,0.0,Unknown,2020
Umeed Housing,,Haryana,Fintech,23000000.0,Series A to Series H,2020
Vogo,2016.0,Bangalore,Automotive,20000000.0,Series A to Series H,2020
Flick Stree,,Mumbai,AI & Media,3000000.0,Series A to Series H,2020
Qure ai,2016.0,Mumbai,Healthtech,16000000.0,Unknown,2020
MinionLabs,,Bangalore,Machine Learning,0.0,Unknown,2020
Josh Talks,2015.0,Haryana,Media,1500000.0,Early Stage,2020
PhoneParLoan,2015.0,Delhi,Fintech,0.0,Unknown,2020
RailYatri,2011.0,Noida,Travel,13800000.0,Unknown,2020
AjnaLens,2014.0,Thane,Deeptech,1500000.0,Early Stage,2020
Pepper,2017.0,Mumbai,Content Marktplace,306900.0,Early Stage,2020
Rupeek,2015.0,Bangalore,Fintech,30000000.0,Unknown,2020
iMerit,2012.0,Kolkata,IT,20000000.0,Series A to Series H,2020
BharatPe,2018.0,Delhi,Fintech,75000000.0,Series A to Series H,2020
Invideo,,None,Visual Media,2500000.0,Unknown,2020
AvalonMeta,2017.0,None,Edtech,420000.0,Unknown,2020
Near Store,,Mumbai,Ecommerce,300000.0,Early Stage,2020
ElecTorq,,Delhi,Automobile,0.0,Unknown,2020
Prayaan Capital,,Chennai,Fintech,1200000.0,Early Stage,2020
Sanfe,,Delhi,Hygiene,1100000.0,Early Stage,2020
Go Desi,2018.0,Delhi,Foodtech,627300.0,Early Stage,2020
Swiggy,2014.0,Bangalore,Foodtech,113000000.0,Series A to Series H,2020
Whatfix,2014.0,Banglore,SaaS,32000000.0,Series A to Series H,2020
Unacademy,2010.0,Bangalore,Edtech,110000000.0,Series A to Series H,2020
Zvesta,2015.0,Gurugram,Proptech,5500000.0,Unknown,2020
Dunzo,2014.0,Bangalore,Logistics,11000000.0,Unknown,2020
Digit Insurance,,Bangalore,Insurtech,340000.0,Unknown,2020
Yolo,2019.0,Gurugram,Transport,600000.0,Early Stage,2020
SmartVizX,2015.0,None,VR & SaaS,1397000.0,Early Stage,2020
MaxWholesale,2016.0,Delhi,Ecommerce,3000000.0,Series A to Series H,2020
Carbon Clean,2009.0,None,Cleantech,16000000.0,Unknown,2020
Onsitego,,None,Sales & Services,19000000.0,Series A to Series H,2020
Genius Corner,2014.0,Noida,Edtech,250000.0,Unknown,2020
PlanetSpark,2016.0,Gurugram,Edtech,448500.0,Unknown,2020
CamCom,2017.0,Bangalore,AI & Deep learning,0.0,Unknown,2020
Simsim,,Bangalore,Social Commerce,8000000.0,Series A to Series H,2020
Shuttl,2015.0,Delhi,Transport,7975700.0,Series A to Series H,2020
HooLiv,,Delhi,Housing & Rentals,0.0,Unknown,2020
ClassMonitor,,Indore,Edtech,0.0,Unknown,2020
Friyey,,Pune,Co-working,0.0,Unknown,2020
Oga,,Bangalore,Fitness,330000.0,Unknown,2020
Big Basket,,Bangalore,Estore,3500000.0,Unknown,2020
CYFIRMA,,Bangalore,SaaS,0.0,Series A to Series H,2020
Innoviti,,Bangalore,,5000000.0,Unknown,2020
Paytm money,2010.0,Bangalore,Fintech,5600000.0,Unknown,2020
Vedantu,,Bangalore,Edtech,24000000.0,Series A to Series H,2020
Yap,,Chennai,Fintech,1402000.0,Unknown,2020
Clover,,Bangalore,Agritech,5500000.0,Series A to Series H,2020
Nova Credit,,None,Fintech,50000000.0,Series A to Series H,2020
CodingNinjas,2016.0,Delhi,Edtech,5200000.0,Series A to Series H,2020
Furlenco,2011.0,Bangalore,Ecommerce,2200000.0,Series A to Series H,2020
Brick&Bolt,2018.0,Bangalore,,1500000.0,Early Stage,2020
HempStreet,2019.0,None,Healthtech,1000000.0,Early Stage,2020
MoEngage,,Bangalore,Marketing,25000000.0,Series A to Series H,2020
Classplus,2018.0,None,Edtech,2500000.0,Early Stage,2020
Chaayos,2012.0,None,Beverages,21500000.0,Unknown,2020
PetPooja,2011.0,Ahmedabad,SaaS,2000000.0,Unknown,2020
Altor,,None,Tech,0.0,Unknown,2020
Pepperfry,2013.0,Mumbai,E-market,40000000.0,Series A to Series H,2020
FirstCry,2010.0,Pune,E-market,296000000.0,Series A to Series H,2020
Byju,2011.0,None,Edtech,200000000.0,Unknown,2020
Waycool,2015.0,Chennai,Agritech,32000000.0,Series A to Series H,2020
WorkIndia,,None,HR tech,6000000.0,Unknown,2020
Qyuki,,Mumbai,Media,3500000.0,Unknown,2020
Leap India,,Coimbatore,Agritech,30000000.0,Series A to Series H,2020
Picxy,,Hyderabad,Media,250000.0,Unknown,2020
Krimanshi,,Jodhpur,Agritech,20000.0,Unknown,2020
NEETprep,,Delhi,Edtech,0.0,Unknown,2020
Dot Pvt. Ltd,,Gurugram,Fintech,8000000.0,Early Stage,2020
Kuku FM,,Mumbai,Media,5500000.0,Series A to Series H,2020
SuperMoney,2018.0,Mumbai,Fintech,1000000.0,Early Stage,2020
Rebel Foods,,None,Food tech,4900000.0,Unknown,2020
AlphaVector,2015.0,Bangalore,E tailor,0.0,Unknown,2020
Fox Capital,2019.0,Jaipur,Fintech,2500000.0,Unknown,2020
Tribe Theory,,Bangalore,Accomodation,3500000.0,Unknown,2020
Fleetx,,None,SaaS,1402400.0,Series A to Series H,2020
Embibe,,Mumbai,Edtech,12618300.0,Unknown,2020
Entri,2017.0,Kochi,Edtech,1400000.0,Early Stage,2020
Oye! Rickshaw,,None,E-mobility,10000000.0,Series A to Series H,2020
Seal Professional,2012.0,Bangalore,Edtech,0.0,Early Stage,2020
Sprinng Foods,,Mumbai,Food,0.0,Unknown,2020
1MG,2015.0,Gurugram,Healthtech,9900000.0,Unknown,2020
Aagey,,Bangalore,Fintech,0.0,Unknown,2020
Doubtnut,2017.0,Gurugram,Edtech,15000000.0,Series A to Series H,2020
AdonMo,2017.0,Bangalore,Ad-tech,3000000.0,Unknown,2020
RACEnergy,2018.0,None,E-mobility,0.0,Early Stage,2020
BharatPe,2018.0,Delhi,Fintech,100000000.0,Unknown,2020
Kisan Network,2015.0,Gurugram,Agritech,3000000.0,Early Stage,2020
Vogo,2016.0,Bangalore,Automotive,35000000.0,Series A to Series H,2020
Yolo,2019.0,Gurugram,Transport,600000.0,Early Stage,2020
Unotech,2011.0,Mumbai,SaaS,2000000.0,Unknown,2020
Zetwerk,2018.0,Bangalore,Marketplace,2200000.0,Unknown,2020
CureSkin,2017.0,Bangalore,Healthtech,500000.0,Unknown,2020
WizKlub,2018.0,Bangalore,Edtech,982530.0,Early Stage,2020
Interviewbit,2014.0,Pune,Edtech,200000000.0,Series A to Series H,2020
MoneyTap,2016.0,None,Fintech,70185200.0,Series A to Series H,2020
Uniplatform Tech,2015.0,Delhi,SaaS,0.0,Unknown,2020
INdwealth,,Gurugram,Fintech,12000000.0,Series A to Series H,2020
Bizongo,2015.0,Mumbai,Marketplace,30000000.0,Series A to Series H,2020
AppsFlyer,2011.0,Bangalore,SaaS,210000000.0,Series A to Series H,2020
Digit Insurance,,Bangalore,Insurtech,84000000.0,Unknown,2020
Livspace,2014.0,Bangalore,Interior Design,60000000.0,Series A to Series H,2020
GetVantage,,Mumbai,Fintech,0.0,Early Stage,2020
Konfinity,2018.0,Noida,Edtech,0.0,Unknown,2020
Pine Labs,,Noida,Fintech,0.0,Unknown,2020
Instoried,,Delhi,SaaS,0.0,Unknown,2020
Nupay,,Haryana,Neo-banking,0.0,Unknown,2020
LogiNext,,None,Transport Automation,39000000.0,Series A to Series H,2020
Samosa Singh,2016.0,Bangalore,Food,2700000.0,Series A to Series H,2020
Crysta,2018.0,Delhi,Healthtech,1403400.0,Early Stage,2020
Eupheus Learning,2017.0,New Delhi,Edtech,4300000.0,Series A to Series H,2020
Bounce,2014.0,Bangalore,Automotive and Rentals,105000000.0,Series A to Series H,2020
Park+,,None,Techonology,11000000.0,Unknown,2020
Goodmylk,2017.0,Bangalore,Dairy,400000.0,Early Stage,2020
SmartKarrot,2019.0,None,SaaS,1000000.0,Unknown,2020
Skylo,2017.0,None,IoT,103000000.0,Series A to Series H,2020
Tea Trunk,2013.0,Goa,Beverage,220000.0,Unknown,2020
Zoomcar,2013.0,Bangalore,Transport & Rentals,30000000.0,Series A to Series H,2020
Mera Cashier,2019.0,Noida,Fintech,250000.0,Early Stage,2020
Samya AI,2019.0,None,SaaS,6000000.0,Early Stage,2020
Kristal AI,2016.0,None,AI,6000000.0,Series A to Series H,2020
Invento Robotics,,None,AI Robotics,281300.0,Early Stage,2020
Zimyo,2018.0,Gurugram,HR tech,0.0,Unknown,2020
Sabse Sasta Dukaan,2016.0,Kolkata,Pharmaceutical,0.0,Unknown,2020
Fitphilia,,Mumbai,Healthtech,0.0,Unknown,2020
Medicus,,Mumbai,Healthtech,12700.0,Unknown,2020
Monech,,Mumbai,Fintech,12700.0,Early Stage,2020
Teach Us,,None,Edtech,12700.0,Early Stage,2020
Dealberg,,Bangalore,B2B marketplace,0.0,Unknown,2020
Phenom People,2010.0,None,HR tech,30000000.0,Series A to Series H,2020
Extra Edge,,Pune,Edtech,700000.0,Early Stage,2020
Capital Quotient,2016.0,Bangalore,Fintech,600000.0,Unknown,2020
Karfa,,Delhi,Ecommerce,25000.0,Early Stage,2020
Gamerji,2019.0,None,Gaming,400000.0,Unknown,2020
Bounce,2014.0,Bangalore,Automotive and Rentals,97500000.0,Series A to Series H,2020
Zinier,2015.0,Bangalore,Automation,90000000.0,Series A to Series H,2020
ProEves,2016.0,Delhi,Preschool Daycare,507000.0,Early Stage,2020
Toddle,,Bengaluru,,0.0,Unknown,2020
Aesthetic Nutrition,2018.0,None,Food diet,0.0,Early Stage,2020
Capital Float,2013.0,Bangalore,Fintech,15000000.0,Unknown,2020
Ninjacart,2015.0,Bangalore,B2B Agritech,10000000.0,Series A to Series H,2020
TechnifyBiz,2017.0,None,B2B Agritech,2000000.0,Early Stage,2020
Wysh,2019.0,Hyderabad,E-connect,2000000.0,Series A to Series H,2020
Keito,2016.0,Pune,AI,160000.0,Early Stage,2020
Klub,2019.0,None,Fintech,2000000.0,Early Stage,2020
Aadhar,2017.0,Mumbai,Ecommerce,0.0,Early Stage,2020
IncubateHub,,Bengaluru,Tech hub,0.0,Unknown,2020
Rage Coffee,,Delhi,FMCG,0.0,Unknown,2020
Skilancer,,Noida,Technology,0.0,Unknown,2020
Harappa Education,,New Delhi,Edtech,0.0,Unknown,2020
Rheo,,None,Entertainment,2000000.0,Unknown,2020
Axio Biosolutions,,Bangalore,Medtech,5200000.0,Series A to Series H,2020
Techbooze,,None,Consultancy,15000000.0,Series A to Series H,2020
PayMart,2015.0,Chandigarh,Fintech,0.0,Unknown,2020
Testbook,,None,Edtech,8400000.0,Series A to Series H,2020
FabAlley,2012.0,Noida,Ecommerce,1100000.0,Unknown,2020
HaikuJAM,,None,,3400000.0,Unknown,2020
Mamaearth,,None,Ecommerce,18300000.0,Series A to Series H,2020
Rentomojo,2014.0,None,Rental,2000000.0,Unknown,2020
Zomato,,None,Foodtech,150000000.0,Unknown,2020
Byju,2011.0,None,Edtech,200000000.0,Unknown,2020
Generico,,Mumbai,Pharmacy,1400000.0,Unknown,2020
HighRadius,2016.0,Hyderabad,SaaS,125000000.0,Series A to Series H,2020
Chai Kings,,Chennai,Beverage,1000000.0,Unknown,2020
Rivigo,2014.0,Gurugram,Logistics,3400000.0,Series A to Series H,2020
BuildPan,2019.0,Indore,SaaS,0.0,Early Stage,2020
Shiksha,2008.0,None,Edtech,181000.0,Unknown,2020
Super Surfaces,,Hyderabad,Deisgning,500000.0,Series A to Series H,2020
Quicko,,Ahmedabad,Taxation,280000.0,Unknown,2020
Satin Creditcare,,Gurgaon,Fintech,15000000.0,Unknown,2020
XpressBees,2015.0,None,Logistics,10000000.0,Unknown,2020
FarmERP,2001.0,Pune,Agritech,0.0,Series A to Series H,2020
Wealth Bucket,2018.0,None,Fintech,3000000.0,Unknown,2020
GoMechanic,2016.0,Delhi,Automobile Technology,14700000.0,Series A to Series H,2020
Fashor,2017.0,Chennai,Fashion,1000000.0,Early Stage,2020
Leverage Edu,,Delhi,Edtech,1500000.0,Unknown,2020
EpiFi,,None,Fintech,13200000.0,Early Stage,2020
Purplle,2012.0,Mumbai,Cosmetics,8000000.0,Unknown,2020
Shuttl,2015.0,Delhi,Transport,8043000.0,Series A to Series H,2020
Pando,2017.0,Chennai,Logitech,9000000.0,Series A to Series H,2020
Unbox Robotics,2019.0,Bangalore,AI startup,1200000.0,Early Stage,2021
upGrad,2015.0,Mumbai,EdTech,120000000.0,Unknown,2021
Lead School,2012.0,Mumbai,EdTech,30000000.0,Series A to Series H,2021
Bizongo,2015.0,Mumbai,B2B E-commerce,51000000.0,Series A to Series H,2021
FypMoney,2021.0,Gurugram,FinTech,2000000.0,Early Stage,2021
Urban Company,2014.0,New Delhi,Home services,188000000.0,Unknown,2021
Comofi Medtech,2018.0,Bangalore,HealthTech,200000.0,Unknown,2021
Qube Health,2016.0,Mumbai,HealthTech,0.0,Early Stage,2021
Vitra.ai,2020.0,Bangalore,Tech Startup,0.0,Unknown,2021
Taikee,2010.0,Mumbai,E-commerce,1000000.0,Unknown,2021
Fitterfly,2016.0,Mumbai,HealthTech,3000000.0,Early Stage,2021
FreeStand,2017.0,New Delhi,B2B service,100000.0,Unknown,2021
MyDentalPlan,2014.0,Bangalore,Helathcare,700000.0,Early Stage,2021
Freyr Energy,2014.0,Hyderabad,Renewable Energy,2000000.0,Unknown,2021
DealShare,2018.0,Jaipur,E-commerce,9000000.0,Unknown,2021
Tessolve,1993.0,Bangalore,Electronics,40000000.0,Unknown,2021
Smart Joules,2014.0,New Delhi,Renewable Energy,49000000.0,Unknown,2021
ORAI,2020.0,Bangalore,IT startup,400000.0,Early Stage,2021
ixamBee,2016.0,New Delhi,EdTech,300000.0,Early Stage,2021
CoinSwitch Kuber,2017.0,Bangalore,FinTech,25000000.0,Series A to Series H,2021
Razorpay,2014.0,Bangalore,FinTech,160000000.0,Series A to Series H,2021
Uable,2020.0,Bangalore,EdTech,0.0,Early Stage,2021
ZFW Hospitality,2015.0,New Delhi,Food & Beverages,150000.0,Early Stage,2021
Optimized Electrotech,2017.0,Ahmadabad,Aeorspace,1800000.0,Early Stage,2021
Northern Arc,2008.0,Chennai,FinTech,5000000.0,Unknown,2021
Chara,2019.0,Bangalore,Deep Tech,850000.0,Early Stage,2021
Sirona Hygiene,2015.0,New Delhi,HealthTech,3000000.0,Series A to Series H,2021
Pristyn Care,2018.0,Gurugram,HealthTech,53000000.0,Series A to Series H,2021
TrulyMadly,2013.0,New Delhi,Dating,2000000.0,Early Stage,2021
Vidyakul,2018.0,None,EdTech,500000.0,Early Stage,2021
Jambox Games,2021.0,Bangalore,Gaming,1100000.0,Early Stage,2021
Miko,2015.0,Mumbai,Robotics,6000000.0,Unknown,2021
SuperK,2019.0,Small Towns,Retail,800000.0,Early Stage,2021
TagZ Foods,2019.0,Bangalore,Food,500000.0,Early Stage,2021
Fuel Buddy,2017.0,New Delhi,Oil and Energy,1000000.0,Unknown,2021
M1xchange,2017.0,Gurugram,FinTech,10000000.0,Unknown,2021
Spintly,2017.0,Goa,Tech Startup,500000.0,Unknown,2021
EF Polymer,2018.0,Rajsamand,AgriTech,200000.0,Unknown,2021
boAt,2016.0,New Delhi,Electronics,6000000.0,Unknown,2021
TruNativ,2019.0,Mumbai,Food & Beverages,0.0,Early Stage,2021
iBus,2010.0,Bangalore,Telecommuncation,21000000.0,Unknown,2021
Puresh Daily,2019.0,Ranchi,Milk startup,100000.0,Early Stage,2021
LearnVern,2016.0,Ahmadabad,EdTech,1000000.0,Unknown,2021
LimeChat,2020.0,Faridabad,AI Chatbot,7500000.0,Early Stage,2021
Dybo,2019.0,Bangalore,IT,100000.0,Early Stage,2021
moEVing,2021.0,Gurugram,Logistics,1000000.0,Early Stage,2021
WeWork India,2017.0,Bangalore,Hospitality,26000000.0,Unknown,2021
Solethreads,2018.0,Gurugram,Fashion,1000000.0,Series A to Series H,2021
Beldara,2018.0,Mumbai,E-commerce,7400000.0,Unknown,2021
CredFlow,2020.0,New Delhi,FinTech,2000000.0,Early Stage,2021
Do Your Thng,2018.0,Gurugram,Marketing,1500000.0,Unknown,2021
Oye Rickshaw,2017.0,Gurugram,Transportation,3000000.0,Unknown,2021
Legitquest,2017.0,New Delhi,LegalTech,600000.0,Unknown,2021
Swiggy,2014.0,Bangalore,Food delivery,800000000.0,Unknown,2021
AntWak,2019.0,Bangalore,EdTech,0.0,Early Stage,2021
PlayShifu,2016.0,Bangalore,EdTech,17000000.0,Series A to Series H,2021
Pitstop,2015.0,Bangalore,Automotive,3500000.0,Early Stage,2021
Lendingkart,1999.0,Gujarat,FinTech,15000000.0,Later Stage,2021
CRED,2018.0,Bangalore,FinTech,215000000.0,Series A to Series H,2021
Karnival,2015.0,Bangalore,SaaS startup,2500000.0,Early Stage,2021
PharmEasy,2015.0,Mumbai,HealthTech,350000000.0,Series A to Series H,2021
WESS,1989.0,Mumbai,Renewable Energy,2000000.0,Early Stage,2021
ShopSe,2020.0,Mumbai,FinTech,5500000.0,Unknown,2021
Fantasy Akhada,2020.0,Gurugram,Fantasy sports,600000.0,Unknown,2021
Rage Coffee,2018.0,New Delhi,Food & Beverages,0.0,Early Stage,2021
Groww,2017.0,Bangalore,FinTech,83000000.0,Series A to Series H,2021
Avanti Finance,2016.0,Bangalore,FinTech,26000000.0,Series A to Series H,2021
Kudos,2014.0,Pune,FinTech,0.0,Early Stage,2021
OfBusiness,2015.0,Gurugram,FinTech,110000000.0,Unknown,2021
Superpro.ai,2019.0,Bangalore,Video communication,3000000.0,Early Stage,2021
ShareChat,2015.0,Bangalore,Social Media,500000000.0,Unknown,2021
WiT-ACE,2020.0,Gurugram,Skill development,1000000.0,Early Stage,2021
Spinny,2015.0,Gurugram,Retail,65000000.0,Series A to Series H,2021
Alteria Capital,2018.0,Mumbai,FinTech,150000000000.0,Later Stage,2021
Safexpay,2017.0,Thane,FinTech,6000000.0,Unknown,2021
PumPumPum,2018.0,Gurugram,Rental,700000.0,Early Stage,2021
Speciale Invest,2017.0,Bangalore,FinTech,10000000.0,Unknown,2021
Eunimart,2016.0,Hyderabad,E-commerce,700000.0,Early Stage,2021
Meesho,2015.0,Bangalore,E-commerce,300000000.0,Unknown,2021
CareerLabs,2019.0,Bangalore,EdTech,2200000.0,Unknown,2021
Uable,2020.0,Bangalore,EdTech,35000000.0,Early Stage,2021
Zoko,2016.0,Bangalore,Tech Startup,140000000.0,Early Stage,2021
GetWork,2019.0,Gurugram,Recruitment,200000.0,Early Stage,2021
Easebuzz,2015.0,Pune,E-commerce,4000000.0,Series A to Series H,2021
Chingari,2018.0,Bangalore,Social Media,13000000.0,Unknown,2021
DusMinute,2017.0,Bangalore,Retail,1100000.0,Early Stage,2021
Onsurity,2020.0,Bangalore,HealthCare,0.0,Unknown,2021
